Image ID,Class,Confidence,Bounding Box
90,Healthy,0.7516191601753235,"[[86.73336029052734, 30.274333953857422, 536.6443481445312, 542.8078002929688]]"
91,Healthy,0.909871518611908,"[[59.22531509399414, 29.217670440673828, 520.114990234375, 525.5005493164062]]"
92,Leaf Mold,0.5244724750518799,"[[70.93379974365234, 27.869871139526367, 569.1366577148438, 583.2449340820312]]"
94,Healthy,0.9367280006408691,"[[81.16492462158203, 1.6214526891708374, 563.9285278320312, 526.1109619140625]]"
95,Healthy,0.8970504999160767,"[[65.32342529296875, 3.127225875854492, 636.35693359375, 605.8236083984375]]"
96,Tomato Mosaic Virus,0.8576675653457642,"[[62.26755905151367, 162.916748046875, 476.580078125, 542.14404296875]]"
98,Leaf Mold,0.903578519821167,"[[62.42759704589844, 85.03595733642578, 275.8035583496094, 512.0]]"
98,Leaf Mold,0.8045912981033325,"[[283.0120544433594, 136.97605895996094, 511.8238220214844, 509.2846374511719]]"
99,Spider Mites,0.953731894493103,"[[47.80635452270508, 25.84313201904297, 418.2194519042969, 459.49005126953125]]"
100,Spider Mites,0.8981185555458069,"[[28.877399444580078, 18.440227508544922, 600.6249389648438, 552.3053588867188]]"
101,Spider Mites,0.9350442290306091,"[[73.880859375, 62.94646072387695, 363.8804626464844, 429.82330322265625]]"
102,Tomato Mosaic Virus,0.8448604345321655,"[[114.52930450439453, 107.22892761230469, 510.0243835449219, 471.3899841308594]]"
103,Tomato Mosaic Virus,0.7326620817184448,"[[49.43613815307617, 122.74556732177734, 453.0578918457031, 525.5455322265625]]"
104,Spider Mites,0.7987298965454102,"[[124.48875427246094, 41.1678352355957, 545.2020263671875, 572.2069702148438]]"
105,Healthy,0.8696804642677307,"[[44.16157150268555, 0.6426642537117004, 572.7459716796875, 608.9159545898438]]"
106,Healthy,0.8983041644096375,"[[72.68338775634766, 34.70652770996094, 577.6398315429688, 618.5841674804688]]"
107,Healthy,0.9071384072303772,"[[67.46260070800781, 0.0, 640.0, 544.3756713867188]]"
108,Healthy,0.901023805141449,"[[50.21699523925781, 8.326630592346191, 588.7787475585938, 614.322265625]]"
109,Healthy,0.9299702644348145,"[[59.46450424194336, 51.476688385009766, 522.4288330078125, 549.4866943359375]]"
110,Healthy,0.8996833562850952,"[[21.870744705200195, 20.8553524017334, 613.1643676757812, 564.9590454101562]]"
111,Healthy,0.9241277575492859,"[[86.38368225097656, 33.343017578125, 605.9278564453125, 569.3699340820312]]"
112,Healthy,0.9222705960273743,"[[72.6070556640625, 0.4297233819961548, 626.3436279296875, 586.8987426757812]]"
113,Spider Mites,0.8238348960876465,"[[95.05801391601562, 37.72941970825195, 520.4387817382812, 620.207763671875]]"
115,Healthy,0.8805020451545715,"[[116.51788330078125, 8.811501502990723, 635.7870483398438, 597.9708251953125]]"
116,Healthy,0.9259040355682373,"[[81.79256439208984, 16.766931533813477, 570.6533813476562, 476.9151916503906]]"
117,Leaf Mold,0.6678575873374939,"[[50.18547058105469, 15.214986801147461, 597.0803833007812, 578.469482421875]]"
118,Healthy,0.5308658480644226,"[[89.18551635742188, 5.548454284667969, 545.0478515625, 575.109619140625]]"
119,Healthy,0.860179603099823,"[[2.773437261581421, 10.665928840637207, 635.21142578125, 638.7749633789062]]"
120,Healthy,0.9203619956970215,"[[58.31745529174805, 36.002716064453125, 547.9081420898438, 568.7371826171875]]"
121,Healthy,0.5652832388877869,"[[86.3007583618164, 28.389747619628906, 592.5750732421875, 493.25738525390625]]"
122,Healthy,0.886960506439209,"[[90.12287139892578, 76.80828857421875, 592.9525756835938, 503.9781799316406]]"
123,Leaf Mold,0.8585212826728821,"[[33.18825912475586, 4.482062339782715, 587.9308471679688, 618.177001953125]]"
124,Healthy,0.8787209987640381,"[[28.442399978637695, 18.29090690612793, 617.07373046875, 537.9658203125]]"
124,Healthy,0.8737164735794067,"[[34.383541107177734, 20.6826229095459, 439.4451904296875, 542.3316650390625]]"
125,Spider Mites,0.8281992077827454,"[[112.15478515625, 33.922603607177734, 495.31365966796875, 577.8986206054688]]"
127,Healthy,0.9012371301651001,"[[66.12103271484375, 78.80814361572266, 568.6477661132812, 598.0662231445312]]"
128,Healthy,0.9234578609466553,"[[20.778162002563477, 6.521641731262207, 615.5945434570312, 622.1326293945312]]"
129,Healthy,0.6283965706825256,"[[40.916603088378906, 51.158138275146484, 617.6279296875, 588.915771484375]]"
130,Healthy,0.9427707195281982,"[[70.13739776611328, 30.3487606048584, 484.5806884765625, 523.9202880859375]]"
131,Healthy,0.9169439673423767,"[[82.65215301513672, 33.33427810668945, 637.6688232421875, 572.6964111328125]]"
132,Healthy,0.888857901096344,"[[23.211435317993164, 34.856781005859375, 608.4241333007812, 511.9624938964844]]"
133,Healthy,0.8873211145401001,"[[60.65355682373047, 20.90346336364746, 614.21826171875, 633.6848754882812]]"
134,Healthy,0.8632804155349731,"[[112.52821350097656, 37.321773529052734, 567.32763671875, 504.5088806152344]]"
135,Healthy,0.928615391254425,"[[133.15902709960938, 7.482120037078857, 626.5874633789062, 523.230712890625]]"
136,Spider Mites,0.8328053951263428,"[[90.73550415039062, 53.82244873046875, 553.8795776367188, 548.5897827148438]]"
137,Healthy,0.8980322480201721,"[[35.77489471435547, 12.199275016784668, 495.81866455078125, 630.256591796875]]"
138,Healthy,0.9266099333763123,"[[54.60161590576172, 16.107606887817383, 611.0653076171875, 601.8619384765625]]"
139,Healthy,0.9108571410179138,"[[111.79657745361328, 0.4950309991836548, 562.5914306640625, 638.8679809570312]]"
140,Spider Mites,0.8426632285118103,"[[96.21759033203125, 29.63321304321289, 582.229736328125, 551.8433227539062]]"
141,Healthy,0.5986787676811218,"[[31.118755340576172, 1.0619398355484009, 576.4171142578125, 609.0264892578125]]"
142,Healthy,0.9148877859115601,"[[144.7249755859375, 11.54975414276123, 623.608154296875, 570.0224609375]]"
144,Healthy,0.9410961270332336,"[[18.53199577331543, 1.1265653371810913, 639.7744750976562, 638.384765625]]"
145,Healthy,0.8884425759315491,"[[101.1545639038086, 39.20199966430664, 618.2244873046875, 607.5533447265625]]"
146,Healthy,0.5493176579475403,"[[92.49424743652344, 18.0575008392334, 549.253662109375, 462.3418884277344]]"
147,Healthy,0.9136188626289368,"[[70.49165344238281, 35.63643264770508, 611.56787109375, 622.6840209960938]]"
148,Spider Mites,0.7975344657897949,"[[32.28447341918945, 78.88421630859375, 516.3814697265625, 588.837646484375]]"
150,Healthy,0.8270031213760376,"[[111.83776092529297, 19.853281021118164, 597.9163818359375, 594.6829223632812]]"
151,Healthy,0.9505601525306702,"[[53.84056091308594, 3.8090243339538574, 585.1483764648438, 541.6647338867188]]"
152,Healthy,0.8227049112319946,"[[66.72061157226562, 7.327808380126953, 605.5691528320312, 631.0433349609375]]"
153,Healthy,0.8771774768829346,"[[51.29250717163086, 8.761344909667969, 608.2321166992188, 531.367919921875]]"
154,Healthy,0.8917744159698486,"[[104.75978088378906, 41.217899322509766, 536.3004760742188, 526.3228759765625]]"
155,Tomato Yellow Leaf Curl Virus,0.5261170268058777,"[[28.290851593017578, 12.125100135803223, 611.4817504882812, 623.4360961914062]]"
156,Healthy,0.929530680179596,"[[11.430160522460938, 0.0, 639.7113647460938, 585.1309814453125]]"
157,Healthy,0.9148827195167542,"[[5.105518817901611, 2.1458523273468018, 550.504638671875, 631.9420166015625]]"
158,Healthy,0.9524107575416565,"[[76.16117095947266, 17.511775970458984, 600.907470703125, 621.1469116210938]]"
159,Spider Mites,0.7723078727722168,"[[81.53704071044922, 33.847957611083984, 513.4983520507812, 598.2423095703125]]"
160,Healthy,0.9195521473884583,"[[11.454934120178223, 1.321052074432373, 615.8038940429688, 575.6409912109375]]"
161,Healthy,0.916212797164917,"[[49.66495132446289, 17.550981521606445, 502.0971984863281, 572.7123413085938]]"
162,Leaf Mold,0.9287273287773132,"[[136.7014923095703, 21.7861328125, 365.8674621582031, 485.3755187988281]]"
163,Healthy,0.9355384111404419,"[[208.90731811523438, 79.8934326171875, 584.1453247070312, 571.3311157226562]]"
164,Healthy,0.9144744873046875,"[[136.03945922851562, 30.13628578186035, 604.7457275390625, 534.408935546875]]"
165,Healthy,0.906815767288208,"[[76.05130767822266, 0.06379968672990799, 584.623291015625, 585.0272216796875]]"
166,Leaf Mold,0.9556923508644104,"[[131.65573120117188, 107.99482727050781, 358.8548889160156, 472.5569763183594]]"
167,Healthy,0.9473397135734558,"[[0.4852653741836548, 0.42293769121170044, 639.2553100585938, 553.283447265625]]"
168,Healthy,0.7571983933448792,"[[7.4805402755737305, 23.4054012298584, 614.30126953125, 567.2986450195312]]"
169,Healthy,0.7320666909217834,"[[146.42825317382812, 9.000566482543945, 536.0262451171875, 573.102783203125]]"
170,Healthy,0.9497483968734741,"[[1.0128962993621826, 0.0, 640.0, 589.0623779296875]]"
171,Healthy,0.7973029613494873,"[[49.013309478759766, 20.361255645751953, 603.7428588867188, 583.6654663085938]]"
172,Healthy,0.9210519790649414,"[[0.0, 3.833869218826294, 638.6984252929688, 575.8267211914062]]"
173,Healthy,0.8914663195610046,"[[34.13399887084961, 67.29484558105469, 604.3877563476562, 551.5562133789062]]"
174,Healthy,0.9190205335617065,"[[0.36937037110328674, 5.820096969604492, 639.1878051757812, 637.6591796875]]"
175,Healthy,0.8696301579475403,"[[99.9699935913086, 41.54888916015625, 638.8494873046875, 511.3824462890625]]"
176,Healthy,0.9083483815193176,"[[57.76381301879883, 47.128597259521484, 563.55029296875, 615.346923828125]]"
177,Healthy,0.6029839515686035,"[[47.589988708496094, 17.0980281829834, 606.8941650390625, 622.4686279296875]]"
178,Spider Mites,0.780420184135437,"[[82.1806411743164, 28.306882858276367, 527.1041259765625, 565.9497680664062]]"
179,Spider Mites,0.9110972285270691,"[[133.7208251953125, 39.40544509887695, 365.44647216796875, 457.2712097167969]]"
180,Healthy,0.8717474937438965,"[[71.88816833496094, 38.498779296875, 489.6559753417969, 504.3054504394531]]"
181,Tomato Yellow Leaf Curl Virus,0.9511494040489197,"[[28.238630294799805, 128.55503845214844, 124.207275390625, 432.144775390625]]"
181,Tomato Yellow Leaf Curl Virus,0.9138973355293274,"[[278.7142639160156, 161.60928344726562, 377.46575927734375, 398.4385681152344]]"
181,Tomato Yellow Leaf Curl Virus,0.8386640548706055,"[[174.6995391845703, 288.1390075683594, 224.6941375732422, 460.8581848144531]]"
183,Healthy,0.6481928825378418,"[[36.76893997192383, 0.1973230540752411, 632.8541259765625, 635.7335205078125]]"
184,Spider Mites,0.5545401573181152,"[[58.871131896972656, 29.266319274902344, 580.7423706054688, 556.03564453125]]"
185,Spider Mites,0.8620780110359192,"[[112.77694702148438, 11.877368927001953, 604.3594360351562, 560.1438598632812]]"
187,Healthy,0.8642086386680603,"[[87.32657623291016, 34.29088592529297, 488.9156799316406, 466.748291015625]]"
188,Healthy,0.9420216679573059,"[[125.06085205078125, 21.568531036376953, 512.0, 462.9534606933594]]"
189,Healthy,0.9355835914611816,"[[64.55779266357422, 0.2938878834247589, 460.7783203125, 414.2447204589844]]"
190,Healthy,0.9280475378036499,"[[22.86167335510254, 11.378273963928223, 473.9864501953125, 429.8334045410156]]"
191,Healthy,0.9353993535041809,"[[50.85493850708008, 20.85972023010254, 437.6635437011719, 478.75018310546875]]"
192,Healthy,0.8778939843177795,"[[105.49813079833984, 24.35093116760254, 463.2256164550781, 434.0865173339844]]"
193,Leaf Mold,0.9213780164718628,"[[157.12567138671875, 173.6302032470703, 423.3438720703125, 414.8876037597656]]"
193,Early Blight,0.8837725520133972,"[[122.21507263183594, 39.22923278808594, 209.8468475341797, 144.38916015625]]"
193,Leaf Mold,0.8121680617332458,"[[0.08069565892219543, 252.31507873535156, 197.07423400878906, 512.0]]"
194,Late Blight,0.938787579536438,"[[0.9673713445663452, 0.0, 512.0, 485.8122863769531]]"
195,Leaf Mold,0.9606362581253052,"[[0.28664982318878174, 0.0, 512.0, 512.0]]"
196,Leaf Mold,0.960940420627594,"[[143.1584014892578, 275.8643798828125, 243.6575469970703, 450.7591247558594]]"
196,Leaf Mold,0.9342561960220337,"[[158.60328674316406, 203.78018188476562, 233.4563446044922, 276.2654113769531]]"
196,Leaf Mold,0.9177886843681335,"[[245.92486572265625, 213.37913513183594, 328.3359375, 299.1396484375]]"
197,Septoria Leaf Spot,0.9597687125205994,"[[241.4674835205078, 237.82289123535156, 340.91302490234375, 320.391845703125]]"
197,Septoria Leaf Spot,0.934390127658844,"[[279.35748291015625, 116.3011245727539, 374.5548095703125, 254.87867736816406]]"
197,Septoria Leaf Spot,0.9036798477172852,"[[301.1236877441406, 318.74884033203125, 439.33404541015625, 483.08489990234375]]"
197,Septoria Leaf Spot,0.8820568919181824,"[[93.39085388183594, 108.10757446289062, 203.78257751464844, 273.3841552734375]]"
197,Septoria Leaf Spot,0.8112813830375671,"[[63.06063461303711, 280.74725341796875, 176.3609161376953, 360.00384521484375]]"
197,Septoria Leaf Spot,0.7951924204826355,"[[230.22695922851562, 311.7476501464844, 348.3887939453125, 394.7066955566406]]"
198,Healthy,0.9028996825218201,"[[15.47150707244873, 0.3189338147640228, 377.95245361328125, 512.0]]"
199,Healthy,0.9307715892791748,"[[2.4129135608673096, 0.7068589329719543, 420.0882568359375, 484.5035095214844]]"
200,Healthy,0.8288416266441345,"[[83.63855743408203, 0.0, 433.1531982421875, 440.5967102050781]]"
201,Spider Mites,0.947097897529602,"[[50.63654708862305, 51.98288345336914, 418.7241516113281, 415.4302673339844]]"
202,Spider Mites,0.938355565071106,"[[104.52607727050781, 116.25735473632812, 460.7474060058594, 404.7502746582031]]"
203,Spider Mites,0.9446882605552673,"[[75.26339721679688, 57.24943923950195, 436.3248596191406, 429.2266845703125]]"
204,Spider Mites,0.9511476755142212,"[[85.92011260986328, 40.13594436645508, 429.3894348144531, 361.7430114746094]]"
205,Spider Mites,0.9192200303077698,"[[28.151309967041016, 59.47126388549805, 411.794921875, 435.84088134765625]]"
206,Spider Mites,0.9420739412307739,"[[82.05095672607422, 41.78791427612305, 389.34014892578125, 461.2720642089844]]"
207,Leaf Mold,0.9408196806907654,"[[207.32528686523438, 238.98822021484375, 342.87274169921875, 511.6936950683594]]"
207,Leaf Mold,0.9332963824272156,"[[351.65155029296875, 245.42222595214844, 448.8832702636719, 512.0]]"
208,Healthy,0.9161628484725952,"[[45.28050231933594, 2.992417335510254, 403.2465515136719, 483.59765625]]"
209,Early Blight,0.9569427371025085,"[[291.3518371582031, 159.21961975097656, 419.9494934082031, 269.5589904785156]]"
209,Early Blight,0.9555449485778809,"[[71.08800506591797, 44.908504486083984, 168.12379455566406, 119.28497314453125]]"
209,Early Blight,0.931037425994873,"[[127.32218170166016, 219.85806274414062, 179.28065490722656, 343.8817138671875]]"
209,Early Blight,0.9250525832176208,"[[167.49404907226562, 247.56497192382812, 241.6349334716797, 415.7389221191406]]"
209,Early Blight,0.9225955009460449,"[[330.7818298339844, 276.7456359863281, 471.66131591796875, 413.48846435546875]]"
209,Early Blight,0.901454746723175,"[[234.29898071289062, 282.9327392578125, 305.2593688964844, 432.417236328125]]"
209,Early Blight,0.9001386165618896,"[[234.14247131347656, 75.83222961425781, 360.3200378417969, 164.45950317382812]]"
209,Early Blight,0.8844277858734131,"[[300.950439453125, 305.77691650390625, 328.7565002441406, 358.95086669921875]]"
209,Early Blight,0.5178842544555664,"[[222.8719482421875, 231.25051879882812, 262.35931396484375, 285.6428527832031]]"
210,Spider Mites,0.957779586315155,"[[126.2130126953125, 32.18642044067383, 534.4269409179688, 552.961181640625]]"
211,Spider Mites,0.9389284253120422,"[[81.33695220947266, 63.54193878173828, 527.2470092773438, 481.49658203125]]"
212,Spider Mites,0.9401538372039795,"[[156.7183074951172, 111.1207046508789, 576.5274047851562, 533.97021484375]]"
213,Spider Mites,0.952954113483429,"[[212.41246032714844, 36.511085510253906, 523.6304931640625, 466.9549560546875]]"
214,Spider Mites,0.9514582753181458,"[[136.05978393554688, 77.57697296142578, 601.8912353515625, 434.8407897949219]]"
215,Spider Mites,0.9532080292701721,"[[107.32772827148438, 184.5508575439453, 534.5736083984375, 537.8115234375]]"
216,Early Blight,0.9631149768829346,"[[307.93560791015625, 386.3822021484375, 440.77069091796875, 455.37060546875]]"
216,Early Blight,0.9455434679985046,"[[89.95240783691406, 367.23260498046875, 246.6630859375, 500.2670593261719]]"
216,Early Blight,0.9434029459953308,"[[315.9947204589844, 73.98546600341797, 492.9430236816406, 174.79290771484375]]"
216,Early Blight,0.9418274164199829,"[[97.85748291015625, 179.68572998046875, 237.05853271484375, 307.7602844238281]]"
216,Early Blight,0.9407361149787903,"[[82.10681915283203, 46.67115783691406, 260.9061584472656, 133.80604553222656]]"
216,Early Blight,0.9249204993247986,"[[208.77191162109375, 263.6541748046875, 274.92059326171875, 324.3002014160156]]"
216,Early Blight,0.9186903834342957,"[[337.072265625, 274.1651611328125, 511.7689514160156, 369.9677734375]]"
216,Early Blight,0.9048311114311218,"[[166.1033172607422, 423.7169189453125, 272.8720397949219, 512.0]]"
216,Early Blight,0.903482973575592,"[[281.2120361328125, 335.2020263671875, 387.0094909667969, 377.9089660644531]]"
216,Early Blight,0.8945332169532776,"[[282.87322998046875, 443.75775146484375, 402.3145751953125, 512.0]]"
216,Early Blight,0.5943892002105713,"[[242.5304718017578, 486.457275390625, 328.0564270019531, 512.0]]"
217,Early Blight,0.9527418613433838,"[[328.62188720703125, 221.13333129882812, 493.8651123046875, 301.6341857910156]]"
217,Early Blight,0.9487897753715515,"[[256.97149658203125, 257.8606262207031, 331.67095947265625, 365.0348205566406]]"
217,Early Blight,0.9312108159065247,"[[147.6286163330078, 293.5014953613281, 245.87356567382812, 441.8669738769531]]"
217,Early Blight,0.9271016716957092,"[[125.08522033691406, 81.86868286132812, 215.1852264404297, 244.08778381347656]]"
217,Early Blight,0.9203228950500488,"[[257.0541076660156, 142.84762573242188, 346.945556640625, 242.81338500976562]]"
217,Early Blight,0.9006719589233398,"[[27.45070457458496, 281.661865234375, 90.36347961425781, 421.1029052734375]]"
217,Early Blight,0.8912128806114197,"[[68.76875305175781, 123.16951751708984, 121.75363159179688, 252.3406524658203]]"
217,Early Blight,0.8765157461166382,"[[200.8465118408203, 262.44842529296875, 240.07473754882812, 330.3763732910156]]"
217,Early Blight,0.7870326638221741,"[[45.850372314453125, 207.4542694091797, 76.12345123291016, 253.4991912841797]]"
217,Early Blight,0.6142823696136475,"[[181.81143188476562, 227.00331115722656, 222.9426727294922, 251.39312744140625]]"
218,Early Blight,0.9498408436775208,"[[152.5758514404297, 107.63552856445312, 299.077392578125, 208.099365234375]]"
218,Early Blight,0.9480419754981995,"[[274.2615051269531, 330.4742431640625, 364.7796325683594, 471.0233459472656]]"
218,Early Blight,0.9461299777030945,"[[210.3384246826172, 276.55853271484375, 332.3268127441406, 348.28131103515625]]"
218,Early Blight,0.9440742135047913,"[[347.3667297363281, 174.87709045410156, 512.0, 269.0500793457031]]"
218,Early Blight,0.9351991415023804,"[[152.6221923828125, 202.21449279785156, 323.7992248535156, 310.2117919921875]]"
